folder_num,num,file_name,subject,filling_type,filling_level,back,light,camera_id,start,end
1,0,s0_fi0_fu0_b0_l0_c2,0,0,0,0,0,2,-1,-1
1,1,s0_fi0_fu0_b0_l1_c2,0,0,0,0,1,2,-1,-1
1,2,s0_fi0_fu0_b1_l0_c2,0,0,0,1,0,2,-1,-1
1,3,s0_fi0_fu0_b1_l1_c2,0,0,0,1,1,2,-1,-1
1,4,s0_fi1_fu1_b0_l0_c2,0,1,1,0,0,2,-1,-1
1,5,s0_fi1_fu1_b0_l1_c2,0,1,1,0,1,2,-1,-1
1,6,s0_fi1_fu1_b1_l0_c2,0,1,1,1,0,2,-1,-1
1,7,s0_fi1_fu1_b1_l1_c2,0,1,1,1,1,2,-1,-1
1,8,s0_fi1_fu2_b0_l0_c2,0,1,2,0,0,2,-1,-1
1,9,s0_fi1_fu2_b0_l1_c2,0,1,2,0,1,2,-1,-1
1,10,s0_fi1_fu2_b1_l0_c2,0,1,2,1,0,2,-1,-1
1,11,s0_fi1_fu2_b1_l1_c2,0,1,2,1,1,2,-1,-1
1,12,s0_fi2_fu1_b0_l0_c2,0,2,1,0,0,2,-1,-1
1,13,s0_fi2_fu1_b0_l1_c2,0,2,1,0,1,2,-1,-1
1,14,s0_fi2_fu1_b1_l0_c2,0,2,1,1,0,2,-1,-1
1,15,s0_fi2_fu1_b1_l1_c2,0,2,1,1,1,2,-1,-1
1,16,s0_fi2_fu2_b0_l0_c2,0,2,2,0,0,2,-1,-1
1,17,s0_fi2_fu2_b0_l1_c2,0,2,2,0,1,2,-1,-1
1,18,s0_fi2_fu2_b1_l0_c2,0,2,2,1,0,2,-1,-1
1,19,s0_fi2_fu2_b1_l1_c2,0,2,2,1,1,2,-1,-1
1,20,s0_fi3_fu1_b0_l0_c2,0,3,1,0,0,2,-1,-1
1,21,s0_fi3_fu1_b0_l1_c2,0,3,1,0,1,2,-1,-1
1,22,s0_fi3_fu1_b1_l0_c2,0,3,1,1,0,2,-1,-1
1,23,s0_fi3_fu1_b1_l1_c2,0,3,1,1,1,2,-1,-1
1,24,s0_fi3_fu2_b0_l0_c2,0,3,2,0,0,2,-1,-1
1,25,s0_fi3_fu2_b0_l1_c2,0,3,2,0,1,2,-1,-1
1,26,s0_fi3_fu2_b1_l0_c2,0,3,2,1,0,2,-1,-1
1,27,s0_fi3_fu2_b1_l1_c2,0,3,2,1,1,2,-1,-1
1,28,s1_fi0_fu0_b0_l0_c2,1,0,0,0,0,2,-1,-1
1,29,s1_fi0_fu0_b0_l1_c2,1,0,0,0,1,2,-1,-1
1,30,s1_fi0_fu0_b1_l0_c2,1,0,0,1,0,2,-1,-1
1,31,s1_fi0_fu0_b1_l1_c2,1,0,0,1,1,2,-1,-1
1,32,s1_fi1_fu1_b0_l0_c2,1,1,1,0,0,2,-1,-1
1,33,s1_fi1_fu1_b0_l1_c2,1,1,1,0,1,2,-1,-1
1,34,s1_fi1_fu1_b1_l0_c2,1,1,1,1,0,2,-1,-1
1,35,s1_fi1_fu1_b1_l1_c2,1,1,1,1,1,2,-1,-1
1,36,s1_fi1_fu2_b0_l0_c2,1,1,2,0,0,2,-1,-1
1,37,s1_fi1_fu2_b0_l1_c2,1,1,2,0,1,2,-1,-1
1,38,s1_fi1_fu2_b1_l0_c2,1,1,2,1,0,2,-1,-1
1,39,s1_fi1_fu2_b1_l1_c2,1,1,2,1,1,2,-1,-1
1,40,s1_fi2_fu1_b0_l0_c2,1,2,1,0,0,2,-1,-1
1,41,s1_fi2_fu1_b0_l1_c2,1,2,1,0,1,2,-1,-1
1,42,s1_fi2_fu1_b1_l0_c2,1,2,1,1,0,2,-1,-1
1,43,s1_fi2_fu1_b1_l1_c2,1,2,1,1,1,2,-1,-1
1,44,s1_fi2_fu2_b0_l0_c2,1,2,2,0,0,2,-1,-1
1,45,s1_fi2_fu2_b0_l1_c2,1,2,2,0,1,2,-1,-1
1,46,s1_fi2_fu2_b1_l0_c2,1,2,2,1,0,2,-1,-1
1,47,s1_fi2_fu2_b1_l1_c2,1,2,2,1,1,2,-1,-1
1,48,s1_fi3_fu1_b0_l0_c2,1,3,1,0,0,2,-1,-1
1,49,s1_fi3_fu1_b0_l1_c2,1,3,1,0,1,2,-1,-1
1,50,s1_fi3_fu1_b1_l0_c2,1,3,1,1,0,2,-1,-1
1,51,s1_fi3_fu1_b1_l1_c2,1,3,1,1,1,2,-1,-1
1,52,s1_fi3_fu2_b0_l0_c2,1,3,2,0,0,2,-1,-1
1,53,s1_fi3_fu2_b0_l1_c2,1,3,2,0,1,2,-1,-1
1,54,s1_fi3_fu2_b1_l0_c2,1,3,2,1,0,2,-1,-1
1,55,s1_fi3_fu2_b1_l1_c2,1,3,2,1,1,2,-1,-1
1,56,s2_fi0_fu0_b0_l0_c2,2,0,0,0,0,2,-1,-1
1,57,s2_fi0_fu0_b0_l1_c2,2,0,0,0,1,2,-1,-1
1,58,s2_fi0_fu0_b1_l0_c2,2,0,0,1,0,2,-1,-1
1,59,s2_fi0_fu0_b1_l1_c2,2,0,0,1,1,2,-1,-1
1,60,s2_fi1_fu1_b0_l0_c2,2,1,1,0,0,2,-1,-1
1,61,s2_fi1_fu1_b0_l1_c2,2,1,1,0,1,2,-1,-1
1,62,s2_fi1_fu1_b1_l0_c2,2,1,1,1,0,2,-1,-1
1,63,s2_fi1_fu1_b1_l1_c2,2,1,1,1,1,2,-1,-1
1,64,s2_fi1_fu2_b0_l0_c2,2,1,2,0,0,2,-1,-1
1,65,s2_fi1_fu2_b0_l1_c2,2,1,2,0,1,2,-1,-1
1,66,s2_fi1_fu2_b1_l1_c2,2,1,2,1,1,2,-1,-1
1,67,s2_fi2_fu1_b0_l0_c2,2,2,1,0,0,2,-1,-1
1,68,s2_fi2_fu1_b0_l1_c2,2,2,1,0,1,2,-1,-1
1,69,s2_fi2_fu1_b1_l0_c2,2,2,1,1,0,2,-1,-1
1,70,s2_fi2_fu1_b1_l1_c2,2,2,1,1,1,2,-1,-1
1,71,s2_fi2_fu2_b0_l0_c2,2,2,2,0,0,2,-1,-1
1,72,s2_fi2_fu2_b0_l1_c2,2,2,2,0,1,2,-1,-1
1,73,s2_fi2_fu2_b1_l0_c2,2,2,2,1,0,2,-1,-1
1,74,s2_fi2_fu2_b1_l1_c2,2,2,2,1,1,2,-1,-1
1,75,s2_fi3_fu1_b0_l0_c2,2,3,1,0,0,2,-1,-1
1,76,s2_fi3_fu1_b0_l1_c2,2,3,1,0,1,2,-1,-1
1,77,s2_fi3_fu1_b1_l0_c2,2,3,1,1,0,2,-1,-1
1,78,s2_fi3_fu1_b1_l1_c2,2,3,1,1,1,2,-1,-1
1,79,s2_fi3_fu2_b0_l0_c2,2,3,2,0,0,2,-1,-1
1,80,s2_fi3_fu2_b0_l1_c2,2,3,2,0,1,2,-1,-1
1,81,s2_fi3_fu2_b1_l0_c2,2,3,2,1,0,2,-1,-1
1,82,s2_fi3_fu2_b1_l1_c2,2,3,2,1,1,2,-1,-1
2,0,s0_fi0_fu0_b0_l0_c2,0,0,0,0,0,2,-1,-1
2,1,s0_fi0_fu0_b0_l1_c2,0,0,0,0,1,2,-1,-1
2,2,s0_fi0_fu0_b1_l0_c2,0,0,0,1,0,2,-1,-1
2,3,s0_fi0_fu0_b1_l1_c2,0,0,0,1,1,2,-1,-1
2,4,s0_fi1_fu1_b0_l0_c2,0,1,1,0,0,2,-1,-1
2,5,s0_fi1_fu1_b0_l1_c2,0,1,1,0,1,2,-1,-1
2,6,s0_fi1_fu1_b1_l0_c2,0,1,1,1,0,2,-1,-1
2,7,s0_fi1_fu1_b1_l1_c2,0,1,1,1,1,2,-1,-1
2,8,s0_fi1_fu2_b0_l0_c2,0,1,2,0,0,2,-1,-1
2,9,s0_fi1_fu2_b0_l1_c2,0,1,2,0,1,2,-1,-1
2,10,s0_fi1_fu2_b1_l0_c2,0,1,2,1,0,2,-1,-1
2,11,s0_fi1_fu2_b1_l1_c2,0,1,2,1,1,2,-1,-1
2,12,s0_fi2_fu1_b0_l0_c2,0,2,1,0,0,2,-1,-1
2,13,s0_fi2_fu1_b0_l1_c2,0,2,1,0,1,2,-1,-1
2,14,s0_fi2_fu1_b1_l0_c2,0,2,1,1,0,2,-1,-1
2,15,s0_fi2_fu1_b1_l1_c2,0,2,1,1,1,2,-1,-1
2,16,s0_fi2_fu2_b0_l0_c2,0,2,2,0,0,2,-1,-1
2,17,s0_fi2_fu2_b0_l1_c2,0,2,2,0,1,2,-1,-1
2,18,s0_fi2_fu2_b1_l0_c2,0,2,2,1,0,2,-1,-1
2,19,s0_fi2_fu2_b1_l1_c2,0,2,2,1,1,2,-1,-1
2,20,s0_fi3_fu1_b0_l0_c2,0,3,1,0,0,2,-1,-1
2,21,s0_fi3_fu1_b0_l1_c2,0,3,1,0,1,2,-1,-1
2,22,s0_fi3_fu1_b1_l0_c2,0,3,1,1,0,2,-1,-1
2,23,s0_fi3_fu1_b1_l1_c2,0,3,1,1,1,2,-1,-1
2,24,s0_fi3_fu2_b0_l0_c2,0,3,2,0,0,2,-1,-1
2,25,s0_fi3_fu2_b0_l1_c2,0,3,2,0,1,2,-1,-1
2,26,s0_fi3_fu2_b1_l0_c2,0,3,2,1,0,2,-1,-1
2,27,s0_fi3_fu2_b1_l1_c2,0,3,2,1,1,2,-1,-1
2,28,s1_fi0_fu0_b0_l0_c2,1,0,0,0,0,2,-1,-1
2,29,s1_fi0_fu0_b0_l1_c2,1,0,0,0,1,2,-1,-1
2,30,s1_fi0_fu0_b1_l0_c2,1,0,0,1,0,2,-1,-1
2,31,s1_fi0_fu0_b1_l1_c2,1,0,0,1,1,2,-1,-1
2,32,s1_fi1_fu1_b0_l0_c2,1,1,1,0,0,2,-1,-1
2,33,s1_fi1_fu1_b0_l1_c2,1,1,1,0,1,2,-1,-1
2,34,s1_fi1_fu1_b1_l0_c2,1,1,1,1,0,2,-1,-1
2,35,s1_fi1_fu1_b1_l1_c2,1,1,1,1,1,2,-1,-1
2,36,s1_fi1_fu2_b0_l0_c2,1,1,2,0,0,2,-1,-1
2,37,s1_fi1_fu2_b0_l1_c2,1,1,2,0,1,2,-1,-1
2,38,s1_fi1_fu2_b1_l0_c2,1,1,2,1,0,2,-1,-1
2,39,s1_fi1_fu2_b1_l1_c2,1,1,2,1,1,2,-1,-1
2,40,s1_fi2_fu1_b0_l0_c2,1,2,1,0,0,2,-1,-1
2,41,s1_fi2_fu1_b0_l1_c2,1,2,1,0,1,2,-1,-1
2,42,s1_fi2_fu1_b1_l0_c2,1,2,1,1,0,2,-1,-1
2,43,s1_fi2_fu1_b1_l1_c2,1,2,1,1,1,2,-1,-1
2,44,s1_fi2_fu2_b0_l0_c2,1,2,2,0,0,2,-1,-1
2,45,s1_fi2_fu2_b0_l1_c2,1,2,2,0,1,2,-1,-1
2,46,s1_fi2_fu2_b1_l0_c2,1,2,2,1,0,2,-1,-1
2,47,s1_fi2_fu2_b1_l1_c2,1,2,2,1,1,2,-1,-1
2,48,s1_fi3_fu1_b0_l0_c2,1,3,1,0,0,2,-1,-1
2,49,s1_fi3_fu1_b0_l1_c2,1,3,1,0,1,2,-1,-1
2,50,s1_fi3_fu1_b1_l0_c2,1,3,1,1,0,2,-1,-1
2,51,s1_fi3_fu1_b1_l1_c2,1,3,1,1,1,2,-1,-1
2,52,s1_fi3_fu2_b0_l0_c2,1,3,2,0,0,2,-1,-1
2,53,s1_fi3_fu2_b0_l1_c2,1,3,2,0,1,2,-1,-1
2,54,s1_fi3_fu2_b1_l0_c2,1,3,2,1,0,2,-1,-1
2,55,s1_fi3_fu2_b1_l1_c2,1,3,2,1,1,2,-1,-1
2,56,s2_fi0_fu0_b0_l0_c2,2,0,0,0,0,2,-1,-1
2,57,s2_fi0_fu0_b0_l1_c2,2,0,0,0,1,2,-1,-1
2,58,s2_fi0_fu0_b1_l0_c2,2,0,0,1,0,2,-1,-1
2,59,s2_fi0_fu0_b1_l1_c2,2,0,0,1,1,2,-1,-1
2,60,s2_fi1_fu1_b0_l0_c2,2,1,1,0,0,2,-1,-1
2,61,s2_fi1_fu1_b0_l1_c2,2,1,1,0,1,2,-1,-1
2,62,s2_fi1_fu1_b1_l0_c2,2,1,1,1,0,2,-1,-1
2,63,s2_fi1_fu1_b1_l1_c2,2,1,1,1,1,2,-1,-1
2,64,s2_fi1_fu2_b0_l0_c2,2,1,2,0,0,2,-1,-1
2,65,s2_fi1_fu2_b0_l1_c2,2,1,2,0,1,2,-1,-1
2,66,s2_fi1_fu2_b1_l0_c2,2,1,2,1,0,2,-1,-1
2,67,s2_fi1_fu2_b1_l1_c2,2,1,2,1,1,2,-1,-1
2,68,s2_fi2_fu1_b0_l0_c2,2,2,1,0,0,2,-1,-1
2,69,s2_fi2_fu1_b0_l1_c2,2,2,1,0,1,2,-1,-1
2,70,s2_fi2_fu1_b1_l0_c2,2,2,1,1,0,2,-1,-1
2,71,s2_fi2_fu1_b1_l1_c2,2,2,1,1,1,2,-1,-1
2,72,s2_fi2_fu2_b0_l0_c2,2,2,2,0,0,2,-1,-1
2,73,s2_fi2_fu2_b0_l1_c2,2,2,2,0,1,2,-1,-1
2,74,s2_fi2_fu2_b1_l0_c2,2,2,2,1,0,2,-1,-1
2,75,s2_fi2_fu2_b1_l1_c2,2,2,2,1,1,2,-1,-1
2,76,s2_fi3_fu1_b0_l0_c2,2,3,1,0,0,2,-1,-1
2,77,s2_fi3_fu1_b0_l1_c2,2,3,1,0,1,2,-1,-1
2,78,s2_fi3_fu1_b1_l0_c2,2,3,1,1,0,2,-1,-1
2,79,s2_fi3_fu1_b1_l1_c2,2,3,1,1,1,2,-1,-1
2,80,s2_fi3_fu2_b0_l0_c2,2,3,2,0,0,2,-1,-1
2,81,s2_fi3_fu2_b0_l1_c2,2,3,2,0,1,2,-1,-1
2,82,s2_fi3_fu2_b1_l0_c2,2,3,2,1,0,2,-1,-1
2,83,s2_fi3_fu2_b1_l1_c2,2,3,2,1,1,2,-1,-1
3,0,s0_fi0_fu0_b0_l0_c2,0,0,0,0,0,2,-1,-1
3,1,s0_fi0_fu0_b0_l1_c2,0,0,0,0,1,2,-1,-1
3,2,s0_fi0_fu0_b1_l0_c2,0,0,0,1,0,2,-1,-1
3,3,s0_fi0_fu0_b1_l1_c2,0,0,0,1,1,2,-1,-1
3,4,s0_fi1_fu1_b0_l0_c2,0,1,1,0,0,2,-1,-1
3,5,s0_fi1_fu1_b0_l1_c2,0,1,1,0,1,2,-1,-1
3,6,s0_fi1_fu1_b1_l0_c2,0,1,1,1,0,2,-1,-1
3,7,s0_fi1_fu1_b1_l1_c2,0,1,1,1,1,2,-1,-1
3,8,s0_fi1_fu2_b0_l0_c2,0,1,2,0,0,2,-1,-1
3,9,s0_fi1_fu2_b0_l1_c2,0,1,2,0,1,2,-1,-1
3,10,s0_fi1_fu2_b1_l0_c2,0,1,2,1,0,2,-1,-1
3,11,s0_fi1_fu2_b1_l1_c2,0,1,2,1,1,2,-1,-1
3,12,s0_fi2_fu1_b0_l0_c2,0,2,1,0,0,2,-1,-1
3,13,s0_fi2_fu1_b0_l1_c2,0,2,1,0,1,2,-1,-1
3,14,s0_fi2_fu1_b1_l0_c2,0,2,1,1,0,2,-1,-1
3,15,s0_fi2_fu1_b1_l1_c2,0,2,1,1,1,2,-1,-1
3,16,s0_fi2_fu2_b0_l0_c2,0,2,2,0,0,2,-1,-1
3,17,s0_fi2_fu2_b0_l1_c2,0,2,2,0,1,2,-1,-1
3,18,s0_fi2_fu2_b1_l0_c2,0,2,2,1,0,2,-1,-1
3,19,s0_fi2_fu2_b1_l1_c2,0,2,2,1,1,2,-1,-1
3,20,s0_fi3_fu1_b0_l0_c2,0,3,1,0,0,2,-1,-1
3,21,s0_fi3_fu1_b0_l1_c2,0,3,1,0,1,2,-1,-1
3,22,s0_fi3_fu1_b1_l0_c2,0,3,1,1,0,2,-1,-1
3,23,s0_fi3_fu1_b1_l1_c2,0,3,1,1,1,2,-1,-1
3,24,s0_fi3_fu2_b0_l0_c2,0,3,2,0,0,2,-1,-1
3,25,s0_fi3_fu2_b0_l1_c2,0,3,2,0,1,2,-1,-1
3,26,s0_fi3_fu2_b1_l0_c2,0,3,2,1,0,2,-1,-1
3,27,s0_fi3_fu2_b1_l1_c2,0,3,2,1,1,2,-1,-1
3,28,s1_fi0_fu0_b0_l0_c2,1,0,0,0,0,2,-1,-1
3,29,s1_fi0_fu0_b0_l1_c2,1,0,0,0,1,2,-1,-1
3,30,s1_fi0_fu0_b1_l0_c2,1,0,0,1,0,2,-1,-1
3,31,s1_fi0_fu0_b1_l1_c2,1,0,0,1,1,2,-1,-1
3,32,s1_fi1_fu1_b0_l0_c2,1,1,1,0,0,2,-1,-1
3,33,s1_fi1_fu1_b0_l1_c2,1,1,1,0,1,2,-1,-1
3,34,s1_fi1_fu1_b1_l0_c2,1,1,1,1,0,2,-1,-1
3,35,s1_fi1_fu1_b1_l1_c2,1,1,1,1,1,2,-1,-1
3,36,s1_fi1_fu2_b0_l0_c2,1,1,2,0,0,2,-1,-1
3,37,s1_fi1_fu2_b0_l1_c2,1,1,2,0,1,2,-1,-1
3,38,s1_fi1_fu2_b1_l0_c2,1,1,2,1,0,2,-1,-1
3,39,s1_fi1_fu2_b1_l1_c2,1,1,2,1,1,2,-1,-1
3,40,s1_fi2_fu1_b0_l0_c2,1,2,1,0,0,2,-1,-1
3,41,s1_fi2_fu1_b0_l1_c2,1,2,1,0,1,2,-1,-1
3,42,s1_fi2_fu1_b1_l0_c2,1,2,1,1,0,2,-1,-1
3,43,s1_fi2_fu1_b1_l1_c2,1,2,1,1,1,2,-1,-1
3,44,s1_fi2_fu2_b0_l0_c2,1,2,2,0,0,2,-1,-1
3,45,s1_fi2_fu2_b0_l1_c2,1,2,2,0,1,2,-1,-1
3,46,s1_fi2_fu2_b1_l0_c2,1,2,2,1,0,2,-1,-1
3,47,s1_fi2_fu2_b1_l1_c2,1,2,2,1,1,2,-1,-1
3,48,s1_fi3_fu1_b0_l0_c2,1,3,1,0,0,2,-1,-1
3,49,s1_fi3_fu1_b0_l1_c2,1,3,1,0,1,2,-1,-1
3,50,s1_fi3_fu1_b1_l0_c2,1,3,1,1,0,2,-1,-1
3,51,s1_fi3_fu1_b1_l1_c2,1,3,1,1,1,2,-1,-1
3,52,s1_fi3_fu2_b0_l0_c2,1,3,2,0,0,2,-1,-1
3,53,s1_fi3_fu2_b0_l1_c2,1,3,2,0,1,2,-1,-1
3,54,s1_fi3_fu2_b1_l0_c2,1,3,2,1,0,2,-1,-1
3,55,s1_fi3_fu2_b1_l1_c2,1,3,2,1,1,2,-1,-1
3,56,s2_fi0_fu0_b0_l0_c2,2,0,0,0,0,2,-1,-1
3,57,s2_fi0_fu0_b0_l1_c2,2,0,0,0,1,2,-1,-1
3,58,s2_fi0_fu0_b1_l0_c2,2,0,0,1,0,2,-1,-1
